sale_id,channel,discounted,total_amount,sale_date,customer_id,country
FR-1158,E-commerce,0,232.32,2025-04-29,764,FR
FR-116,App Mobile,0,195.35,2025-04-05,706,france
NL-1160,E-commerce,0,326.35,2025-04-19,264,Netherlands
FR-1161,App Mobile,0,282.2,2025-04-26,152,france
IT-1162,App Mobile,0,490.12,2025-05-04,830,IT
FR-1165,E-commerce,0,154.08,2025-04-22,664,France
DE-1166,E-commerce,0,284.19,2025-05-17,243,Germany
DE-1168,E-commerce,0,296.37,2025-06-13,492,germany
DE-1169,E-commerce,0,122.99,2025-05-16,490,germany
FR-1170,App Mobile,0,214.32,2025-06-04,547,FR
NL-1172,E-commerce,0,387.04,2025-05-31,63,netherlands
ES-1173,App Mobile,1,216.76,2025-05-16,689,spain
FR-1175,E-commerce,0,71.92,2025-05-05,664,France
DE-1177,E-commerce,0,405.31,2025-04-27,960,germany
DE-1178,App Mobile,0,286.19,2025-04-15,274,DE
IT-1179,E-commerce,0,250.58,2025-04-29,462,IT
IT-118,E-commerce,0,788.58,2025-05-18,92,italy
ES-1180,E-commerce,0,273.14,2025-05-26,777,ES
NL-1182,E-commerce,0,189.9,2025-06-16,936,NL
IT-1183,App Mobile,0,464.44,2025-04-18,792,IT
IT-1184,App Mobile,0,126.28,2025-04-25,752,Italy
NL-1185,E-commerce,0,207.36,2025-05-05,15,Netherlands
ES-1186,E-commerce,0,521.99,2025-04-17,749,ES
FR-1187,E-commerce,0,161.42,2025-04-14,365,france
DE-1189,E-commerce,0,443.88,2025-04-24,131,Germany
PT-1192,App Mobile,0,3022.3,2025-05-22,702,Portugal
NL-1193,E-commerce,0,388.54,2025-04-15,864,netherlands
NL-1194,E-commerce,0,419.1,2025-05-13,816,netherlands
DE-1195,App Mobile,0,137.94,2025-04-22,403,DE
DE-1196,App Mobile,0,164.14,2025-05-23,160,Germany
DE-1197,E-commerce,0,384.56,2025-05-22,390,Germany
ES-1198,E-commerce,1,169.7,2025-05-06,914,ES
ES-1199,E-commerce,0,342.57,2025-06-14,922,Spain
DE-120,E-commerce,1,431.8,2025-06-06,999,germany
IT-1200,App Mobile,1,206.5,2025-05-16,171,italy
PT-1201,App Mobile,0,252.86,2025-04-17,625,Portugal
DE-1205,E-commerce,0,311.61,2025-05-28,88,Germany
ES-1206,E-commerce,0,310.54,2025-04-19,701,spain
ES-1207,App Mobile,0,278.18,2025-04-05,907,Spain
FR-1208,E-commerce,1,454.1,2025-06-06,388,france
DE-1209,E-commerce,0,208.57,2025-04-20,90,germany
FR-121,App Mobile,0,566.29,2025-04-25,867,france
NL-1210,App Mobile,0,543.2,2025-06-17,864,netherlands
IT-1211,App Mobile,0,317.66,2025-05-23,346,italy
DE-1213,E-commerce,0,365.27,2025-05-16,155,DE
DE-1214,E-commerce,1,301.3,2025-06-06,280,Germany
FR-1215,App Mobile,0,562.51,2025-04-22,638,france
ES-1216,App Mobile,0,105.22,2025-04-27,915,Spain
DE-1218,App Mobile,0,293.92,2025-04-23,497,germany
IT-1219,E-commerce,0,274.11,2025-05-14,234,italy
FR-1220,E-commerce,0,299.77,2025-05-21,150,france
IT-1223,App Mobile,1,70.56,2025-05-17,380,italy
DE-1224,E-commerce,0,172.89,2025-04-19,461,DE
DE-1225,App Mobile,0,232.25,2025-04-27,204,Germany
FR-1226,App Mobile,1,164.4,2025-05-18,36,France
PT-1227,App Mobile,0,241.04,2025-04-13,780,Portugal
IT-1229,App Mobile,0,343.99,2025-05-29,503,italy
IT-123,App Mobile,0,410.04,2025-05-21,769,italy
PT-1230,E-commerce,0,220.21,2025-05-19,954,portugal
IT-1231,App Mobile,0,535.45,2025-05-04,346,Italy
ES-1234,App Mobile,0,338.34,2025-04-23,641,Spain
IT-1236,E-commerce,0,428.95,2025-06-05,792,Italy
DE-1237,E-commerce,0,400.86,2025-04-28,305,DE
FR-1239,E-commerce,0,385.12,2025-05-28,253,France
ES-124,E-commerce,0,245.7,2025-04-19,99,ES
FR-1243,E-commerce,0,138.93,2025-05-19,263,France
NL-1244,E-commerce,0,426.38,2025-05-31,816,netherlands
DE-1245,E-commerce,0,261.02,2025-05-17,348,DE
NL-1247,E-commerce,0,540.15,2025-04-21,563,NL
IT-1248,App Mobile,0,190.53,2025-04-13,898,Italy
ES-1249,E-commerce,0,139.01,2025-06-13,467,ES
DE-125,App Mobile,0,391.31,2025-05-06,601,Germany
IT-1251,App Mobile,0,202.77,2025-04-30,662,italy
NL-1252,E-commerce,0,429.24,2025-04-29,986,NL
ES-1253,E-commerce,0,289.93,2025-04-24,611,Spain
FR-1254,App Mobile,0,492.02,2025-05-26,103,FR
DE-1255,App Mobile,0,104.81,2025-04-16,464,Germany
FR-1256,App Mobile,0,211.32,2025-04-16,393,france
FR-1257,E-commerce,0,420.75,2025-05-27,510,FR
ES-1258,App Mobile,0,436.16,2025-05-22,5,Spain
ES-1259,E-commerce,0,296.24,2025-04-15,762,ES
DE-126,E-commerce,0,484.47,2025-05-15,476,germany
IT-1262,E-commerce,0,345.74,2025-04-28,456,italy
IT-1263,App Mobile,0,230.86,2025-04-22,974,IT
NL-1265,E-commerce,0,447.76,2025-05-21,116,NL
NL-1268,E-commerce,0,313.3,2025-05-18,767,NL
NL-1269,App Mobile,0,159.58,2025-06-14,930,NL
DE-127,App Mobile,0,566.98,2025-04-13,490,DE
FR-1270,App Mobile,0,295.25,2025-04-24,459,france
ES-1271,E-commerce,0,314.71,2025-05-04,633,ES
IT-1272,App Mobile,0,188.26,2025-04-15,254,IT
FR-1273,App Mobile,0,286.62,2025-05-24,510,France
IT-1275,App Mobile,0,323.54,2025-04-04,655,IT
DE-1276,App Mobile,0,309.58,2025-06-05,704,germany
IT-1277,App Mobile,0,440.86,2025-06-05,277,Italy
DE-128,E-commerce,0,282.19,2025-04-19,115,Germany
FR-1280,App Mobile,0,168.2,2025-04-23,647,France
ES-1281,App Mobile,0,140.28,2025-04-06,772,Spain
DE-1285,App Mobile,0,395.24,2025-05-31,581,Germany
FR-1286,E-commerce,1,213.94,2025-06-06,628,France
DE-129,App Mobile,0,442.47,2025-05-26,81,DE
ES-1290,E-commerce,0,152.54,2025-04-22,99,Spain
PT-1291,E-commerce,0,101.64,2025-05-19,615,Portugal
ES-1292,E-commerce,0,390.07,2025-04-21,338,ES
IT-1294,E-commerce,0,249.28,2025-04-22,407,Italy
DE-1295,E-commerce,0,275.39,2025-05-17,144,germany
ES-1296,App Mobile,1,108.54,2025-05-18,331,Spain
DE-1297,App Mobile,0,167.61,2025-04-29,14,germany
DE-1298,E-commerce,0,115.34,2025-05-16,993,Germany
FR-13,App Mobile,0,696.62,2025-04-16,253,france
PT-130,App Mobile,0,553.92,2025-04-05,962,PT
DE-1300,E-commerce,0,303.0,2025-04-15,147,DE
DE-1303,E-commerce,0,287.88,2025-05-21,22,germany
DE-1304,App Mobile,0,88.35,2025-04-14,839,germany
FR-1306,E-commerce,0,334.56,2025-06-15,188,France
NL-1308,E-commerce,0,254.26,2025-05-14,872,NL
DE-1309,App Mobile,0,299.49,2025-04-19,131,germany
NL-131,E-commerce,0,625.66,2025-04-22,816,NL
PT-1310,E-commerce,0,504.88,2025-05-22,798,PT
DE-1311,E-commerce,0,268.73,2025-05-31,958,Germany
ES-1312,App Mobile,0,429.04,2025-04-28,841,spain
DE-1313,App Mobile,0,190.84,2025-05-24,601,Germany
PT-1314,App Mobile,0,234.64,2025-04-06,776,portugal
NL-1315,App Mobile,0,409.24,2025-04-26,344,netherlands
NL-1316,App Mobile,1,134.98,2025-05-15,392,netherlands
FR-1317,E-commerce,0,288.56,2025-06-04,285,FR
IT-1318,E-commerce,0,323.18,2025-05-18,265,italy
DE-132,App Mobile,0,395.09,2025-04-20,839,Germany
ES-1320,E-commerce,0,91.9,2025-04-17,730,ES
IT-1321,E-commerce,0,455.53,2025-06-14,217,Italy
IT-1322,E-commerce,0,269.84,2025-05-27,27,italy
IT-1326,E-commerce,0,310.98,2025-05-18,883,Italy
PT-1327,E-commerce,0,113.56,2025-04-19,770,PT
FR-1328,E-commerce,0,143.15,2025-06-16,201,France
ES-1329,App Mobile,0,94.92,2025-04-27,28,Spain
ES-133,App Mobile,0,450.74,2025-06-14,570,spain
IT-1330,App Mobile,0,343.78,2025-04-04,277,italy
FR-1331,App Mobile,0,257.03,2025-04-26,447,France
IT-1332,E-commerce,0,161.81,2025-05-13,783,IT
NL-1333,App Mobile,1,115.4,2025-05-14,215,NL
DE-1335,App Mobile,0,258.46,2025-04-24,999,Germany
ES-1336,E-commerce,0,184.47,2025-04-04,557,ES
IT-1337,App Mobile,1,352.02,2025-05-18,943,IT
NL-1339,App Mobile,0,121.01,2025-04-23,796,netherlands
ES-1342,E-commerce,0,469.26,2025-05-23,990,spain
NL-1343,E-commerce,0,352.5,2025-05-28,767,NL
DE-1344,App Mobile,0,179.43,2025-04-21,857,germany
FR-1348,E-commerce,0,451.03,2025-05-20,473,France
NL-1349,E-commerce,0,173.5,2025-05-27,37,NL
FR-135,E-commerce,0,702.11,2025-05-15,607,France
IT-1352,App Mobile,0,419.08,2025-05-22,574,IT
ES-136,E-commerce,0,357.39,2025-06-14,206,ES
DE-138,E-commerce,0,406.4,2025-06-14,106,germany
FR-139,App Mobile,0,631.08,2025-05-21,473,France
PT-141,E-commerce,0,617.09,2025-06-15,861,portugal
ES-142,E-commerce,0,410.77,2025-05-25,151,Spain
PT-143,E-commerce,0,324.41,2025-06-16,956,portugal
DE-144,App Mobile,0,296.59,2025-04-20,961,Germany
FR-145,E-commerce,0,391.58,2025-05-20,135,France
DE-146,E-commerce,0,310.87,2025-04-15,420,germany
FR-147,E-commerce,0,336.73,2025-05-17,386,France
IT-15,E-commerce,0,421.64,2025-05-20,33,italy
FR-151,E-commerce,0,396.18,2025-04-14,818,france
FR-152,App Mobile,0,422.84,2025-04-05,759,france
FR-154,E-commerce,0,448.34,2025-04-22,551,FR
DE-155,E-commerce,1,336.34,2025-04-06,516,DE
IT-156,E-commerce,0,364.16,2025-05-24,819,Italy
DE-158,E-commerce,0,393.98,2025-04-13,813,Germany
FR-160,App Mobile,0,663.69,2025-04-25,1,FR
DE-161,App Mobile,0,608.67,2025-04-26,703,Germany
FR-163,App Mobile,0,622.18,2025-05-20,283,France
DE-164,App Mobile,0,604.53,2025-04-17,442,Germany
NL-165,E-commerce,0,308.72,2025-05-28,748,netherlands
DE-166,E-commerce,0,517.88,2025-06-05,354,Germany
IT-167,E-commerce,0,632.5,2025-05-18,277,italy
PT-168,App Mobile,0,482.74,2025-04-04,896,PT
DE-17,E-commerce,0,515.1,2025-04-29,516,germany
NL-171,E-commerce,0,564.17,2025-04-15,158,netherlands
ES-172,App Mobile,1,178.2,2025-05-13,398,spain
FR-173,E-commerce,0,535.45,2025-05-15,279,France
DE-175,App Mobile,0,339.82,2025-04-18,113,Germany
NL-179,App Mobile,0,525.72,2025-05-29,663,netherlands
ES-180,App Mobile,0,190.08,2025-06-13,641,spain
IT-181,App Mobile,0,659.3,2025-05-06,252,italy
NL-183,E-commerce,0,161.43,2025-05-16,871,NL
ES-184,E-commerce,0,403.3,2025-04-18,192,spain
ES-188,E-commerce,0,530.73,2025-04-05,192,Spain
NL-189,E-commerce,0,371.17,2025-04-25,684,NL
NL-190,App Mobile,0,291.5,2025-06-17,247,netherlands
NL-191,App Mobile,0,381.4,2025-05-23,367,Netherlands
IT-193,E-commerce,0,433.24,2025-05-18,92,IT
DE-195,App Mobile,0,-699.78,2025-05-20,220,DE
DE-198,App Mobile,0,458.63,2025-04-23,302,DE
NL-199,App Mobile,1,155.23,2025-05-19,929,NL
DE-2,E-commerce,0,357.54,2025-05-16,41,DE
FR-20,E-commerce,0,665.8,2025-04-04,638,FR
DE-200,App Mobile,0,317.71,2025-04-05,162,Germany
IT-201,App Mobile,0,492.32,2025-05-27,675,IT
FR-202,App Mobile,0,516.82,2025-05-28,972,France
IT-204,E-commerce,0,206.76,2025-06-05,163,italy
ES-207,E-commerce,0,438.51,2025-05-15,884,spain
DE-209,App Mobile,0,343.05,2025-05-31,436,Germany
ES-21,E-commerce,0,538.23,2025-06-14,685,ES
NL-210,E-commerce,0,598.88,2025-05-22,392,Netherlands
PT-211,E-commerce,1,490.53,2025-05-06,676,PT
DE-212,App Mobile,0,300.97,2025-05-05,302,Germany
NL-214,App Mobile,0,583.42,2025-04-28,572,NL
IT-215,E-commerce,1,399.74,2025-04-06,691,IT
IT-216,E-commerce,0,238.58,2025-05-22,968,italy
ES-217,E-commerce,0,410.95,2025-06-04,646,Spain
IT-220,E-commerce,0,525.55,2025-04-18,566,italy
DE-221,E-commerce,0,466.16,2025-05-16,107,DE
IT-222,App Mobile,0,349.66,2025-05-21,288,italy
ES-224,App Mobile,0,607.94,2025-04-25,773,ES
IT-225,App Mobile,0,540.02,2025-05-20,806,IT
NL-226,App Mobile,0,401.31,2025-04-23,575,NL
NL-229,E-commerce,0,543.17,2025-06-16,699,Netherlands
PT-23,App Mobile,0,457.32,2025-04-28,987,PT
ES-230,App Mobile,0,404.19,2025-04-21,428,spain
FR-231,E-commerce,0,385.35,2025-04-24,453,FR
FR-232,App Mobile,0,561.55,2025-05-30,285,france
FR-233,E-commerce,0,374.24,2025-04-28,499,france
DE-234,App Mobile,0,533.21,2025-05-20,198,germany
DE-235,E-commerce,0,266.42,2025-06-04,411,germany
FR-237,E-commerce,0,465.41,2025-05-16,167,france
DE-238,E-commerce,0,378.22,2025-05-19,958,germany
FR-239,E-commerce,0,710.55,2025-04-20,2,france
ES-24,App Mobile,1,173.28,2025-05-13,750,ES
DE-240,App Mobile,0,757.22,2025-05-31,270,germany
ES-241,App Mobile,0,411.47,2025-06-06,725,spain
DE-242,App Mobile,0,593.44,2025-05-23,106,germany
DE-245,E-commerce,0,221.6,2025-05-29,673,DE
DE-247,App Mobile,0,288.21,2025-04-04,672,DE
ES-248,App Mobile,0,478.04,2025-04-23,99,spain
NL-250,App Mobile,0,581.85,2025-06-16,49,Netherlands
DE-251,E-commerce,1,318.34,2025-04-06,996,DE
DE-252,App Mobile,0,336.11,2025-04-18,836,Germany
FR-253,App Mobile,0,422.76,2025-04-27,233,France
NL-255,E-commerce,0,187.46,2025-04-30,509,Netherlands
PT-256,E-commerce,0,432.34,2025-05-21,881,Portugal
FR-258,E-commerce,0,439.49,2025-05-29,94,FR
DE-259,App Mobile,1,296.87,2025-05-19,48,DE
DE-260,E-commerce,0,528.34,2025-05-14,41,germany
ES-262,App Mobile,0,480.78,2025-04-29,28,ES
DE-264,App Mobile,0,253.51,2025-05-31,131,DE
IT-265,App Mobile,0,307.83,2025-05-26,346,IT
DE-269,App Mobile,0,503.93,2025-05-24,298,Germany
IT-272,App Mobile,0,487.95,2025-05-05,718,italy
PT-273,App Mobile,0,-489.56,2025-06-16,682,Portugal
DE-274,E-commerce,0,157.15,2025-04-19,349,Germany
DE-275,App Mobile,0,391.32,2025-04-18,58,DE
DE-276,App Mobile,0,395.94,2025-06-04,420,Germany
PT-277,E-commerce,0,534.45,2025-05-26,791,PT
IT-278,App Mobile,0,295.83,2025-06-13,626,italy
PT-279,E-commerce,0,330.38,2025-06-16,852,Portugal
ES-281,App Mobile,1,375.37,2025-05-17,730,spain
DE-282,App Mobile,0,391.74,2025-05-26,736,DE
PT-284,App Mobile,0,362.54,2025-04-29,880,PT
FR-285,App Mobile,0,448.77,2025-05-29,415,FR
FR-286,App Mobile,1,348.33,2025-05-18,184,France
IT-287,E-commerce,0,578.5,2025-05-15,556,italy
ES-288,App Mobile,0,732.73,2025-04-05,750,Spain
IT-289,App Mobile,1,268.8,2025-05-18,190,Italy
FR-29,App Mobile,0,445.12,2025-04-25,208,FR
DE-291,E-commerce,0,696.69,2025-04-30,379,DE
FR-292,App Mobile,0,317.3,2025-04-30,103,france
ES-293,E-commerce,0,391.81,2025-04-05,373,Spain
DE-294,E-commerce,0,290.39,2025-06-17,489,germany
ES-295,App Mobile,1,408.14,2025-05-13,720,Spain
IT-297,App Mobile,1,275.27,2025-05-17,235,Italy
FR-298,E-commerce,0,376.14,2025-05-18,401,France
DE-299,App Mobile,1,489.11,2025-05-13,403,DE
DE-3,App Mobile,0,337.56,2025-04-22,139,DE
NL-301,App Mobile,1,241.1,2025-05-17,825,NL
NL-303,App Mobile,0,635.02,2025-05-06,396,Netherlands
DE-305,E-commerce,0,541.03,2025-04-28,878,DE
IT-306,E-commerce,0,257.31,2025-04-26,566,italy
NL-307,E-commerce,0,332.0,2025-05-21,567,netherlands
FR-309,App Mobile,0,414.75,2025-05-25,365,FR
PT-31,App Mobile,0,292.78,2025-05-20,776,portugal
DE-310,E-commerce,0,503.83,2025-04-18,726,germany
ES-312,E-commerce,0,509.07,2025-05-31,72,ES
DE-313,App Mobile,0,712.86,2025-06-06,271,germany
ES-314,E-commerce,0,446.09,2025-05-18,377,spain
DE-318,E-commerce,0,376.3,2025-04-17,681,Germany
NL-319,App Mobile,0,431.38,2025-05-31,728,netherlands
IT-32,App Mobile,0,540.69,2025-04-21,982,italy
NL-321,App Mobile,0,465.62,2025-05-31,779,Netherlands
DE-323,E-commerce,0,265.56,2025-06-05,512,DE
FR-326,E-commerce,0,666.64,2025-04-19,472,France
FR-328,E-commerce,0,218.19,2025-05-13,316,France
FR-329,E-commerce,0,605.24,2025-04-04,388,France
DE-33,E-commerce,0,227.32,2025-04-23,805,DE
ES-330,E-commerce,0,558.38,2025-04-24,920,Spain
IT-331,App Mobile,0,263.87,2025-06-05,100,IT
FR-332,App Mobile,0,380.25,2025-05-24,932,france
IT-333,E-commerce,0,427.6,2025-05-22,842,italy
IT-334,App Mobile,0,496.23,2025-05-29,675,IT
PT-335,App Mobile,0,747.5,2025-04-15,642,Portugal
FR-336,E-commerce,0,536.47,2025-06-17,790,FR
FR-337,App Mobile,0,467.38,2025-05-24,873,France
IT-338,E-commerce,0,410.86,2025-04-21,670,Italy
NL-341,App Mobile,1,449.94,2025-05-13,816,netherlands
FR-343,App Mobile,0,587.46,2025-06-17,170,France
NL-344,App Mobile,0,291.52,2025-06-14,485,netherlands
NL-345,E-commerce,0,648.04,2025-04-14,929,netherlands
FR-346,App Mobile,0,318.61,2025-05-26,231,france
IT-347,E-commerce,0,402.53,2025-05-18,769,italy
PT-348,E-commerce,0,654.98,2025-05-30,776,Portugal
PT-349,App Mobile,0,523.43,2025-06-15,854,PT
IT-35,E-commerce,0,433.96,2025-04-27,574,italy
FR-350,E-commerce,0,529.4,2025-04-19,129,FR
DE-351,E-commerce,0,494.28,2025-05-27,840,Germany
FR-352,E-commerce,0,698.65,2025-05-04,231,FR
DE-354,App Mobile,0,342.09,2025-04-04,545,germany
DE-356,App Mobile,1,344.13,2025-05-13,59,Germany
IT-357,E-commerce,0,548.56,2025-04-26,519,IT
DE-358,App Mobile,0,603.85,2025-04-06,587,DE
IT-359,App Mobile,0,590.5,2025-04-18,503,italy
IT-36,E-commerce,0,380.74,2025-05-28,475,IT
ES-360,App Mobile,0,568.53,2025-04-24,981,spain
NL-361,E-commerce,0,684.03,2025-05-05,289,NL
PT-362,App Mobile,0,514.28,2025-05-25,861,portugal
IT-369,E-commerce,0,257.37,2025-04-29,832,italy
ES-37,App Mobile,0,715.38,2025-04-22,720,spain
FR-370,App Mobile,0,186.88,2025-04-21,225,france
IT-371,E-commerce,0,459.42,2025-04-20,470,IT
IT-375,E-commerce,0,420.74,2025-04-14,819,Italy
DE-376,App Mobile,1,195.76,2025-05-19,497,DE
DE-377,E-commerce,0,346.01,2025-05-14,823,DE
IT-378,App Mobile,0,354.21,2025-04-17,943,italy
FR-38,E-commerce,0,440.7,2025-05-26,484,FR
ES-382,E-commerce,0,692.47,2025-04-26,99,Spain
FR-383,App Mobile,0,504.66,2025-04-15,451,FR
NL-384,E-commerce,0,453.66,2025-04-27,242,NL
IT-386,App Mobile,0,323.99,2025-04-21,445,Italy
FR-387,E-commerce,0,362.98,2025-04-20,2,FR
DE-389,E-commerce,0,265.11,2025-04-18,457,germany
PT-39,E-commerce,0,628.12,2025-05-14,955,Portugal
IT-390,App Mobile,0,630.23,2025-05-20,564,IT
IT-391,E-commerce,0,718.22,2025-04-30,564,italy
NL-392,E-commerce,0,202.88,2025-05-21,975,Netherlands
NL-394,E-commerce,0,456.05,2025-06-15,435,Netherlands
IT-396,E-commerce,0,567.23,2025-05-28,612,italy
FR-397,E-commerce,0,458.22,2025-04-29,17,France
PT-399,App Mobile,0,392.48,2025-04-05,700,Portugal
IT-40,App Mobile,1,233.35,2025-05-13,96,Italy
NL-400,App Mobile,0,487.91,2025-04-21,928,Netherlands
FR-401,E-commerce,0,523.89,2025-04-15,397,France
FR-402,E-commerce,0,394.47,2025-05-13,301,france
