product_id,product_name,category,brand,color,size,catalog_price,cost_price,gender
335,Tailored Ribbed Shoes,Shoes,Tiva,Blue,38,45.97,19.02,F
236,Relaxed Linen Shoes,Shoes,Tiva,black,XS,62.93,38.81,F
331,Relaxed Satin Trousers,Pants,Tiva,Black,L,53.34,27.03,Female
434,Bold Ribbed Tee,T-Shirts,Tiva,blue,XS,43.14,18.56,female
153,Vintage Ribbed Shoes,Shoes,Tiva,red,38,52.36,23.22,female
401,Elegant Cotton Dress,Dresses,Tiva,B,XL,30.83,13.29,F
332,Tailored Linen Dress,Dresses,Tiva,blue,XL,65.88,41.33,female
375,Tailored Sleeveless Shoes,Shoes,Tiva,black,36,42.67,17.98,F
29,Soft Linen Set,Sleepwear,Tiva,W,XS,44.27,25.58,Female
269,Relaxed Crew Dress,Dresses,Tiva,red,XS,77.59,39.4,female
412,Elegant Cotton Shoes,Shoes,Tiva,black,38,60.33,41.33,female
304,Essential Silk Tee,T-Shirts,Tiva,black,XL,54.88,32.45,F
14,Soft Cotton Dress,Dresses,Tiva,Black,XS,24.96,11.57,female
254,Relaxed Silk Shoes,Shoes,Tiva,Black,35,47.44,23.49,female
380,Tailored Silk Set,Sleepwear,Tiva,White,M,59.84,29.0,female
337,Essential Linen Set,Sleepwear,Tiva,Red,M,71.72,47.09,Female
232,Polished Boxy Shoes,Shoes,Tiva,Black,XS,49.34,27.18,Female
243,Polished Satin Set,Sleepwear,Tiva,black,S,37.06,25.0,F
376,Tailored Satin Set,Sleepwear,Tiva,Black,S,38.52,19.09,F
295,Polished Boxy Trousers,Pants,Tiva,black,L,48.73,21.35,Female
93,Modern Silk Trousers,Pants,Tiva,black,M,39.18,24.61,Female
360,Tailored Boxy Tee,T-Shirts,Tiva,Green,M,69.48,39.79,F
88,Modern Satin Set,Sleepwear,Tiva,Red,L,29.81,17.63,F
218,Polished Satin Tee,T-Shirts,Tiva,Red,S,48.73,30.4,female
199,Polished Sleeveless Dress,Dresses,Tiva,G,S,36.48,24.3,F
146,Vintage Wrap Shoes,Shoes,Tiva,White,36,81.06,33.32,F
426,Elegant High-Waist Dress,Dresses,Tiva,black,M,51.97,29.36,Female
366,Essential Wrap Trousers,Pants,Tiva,W,XS,58.34,30.09,F
58,Modern Sleeveless Dress,Dresses,Tiva,Red,XL,35.81,16.43,F
12,Soft Ribbed Dress,Dresses,Tiva,red,XL,44.77,30.93,female
159,Classic High-Waist Trousers,Pants,Tiva,B,S,33.59,15.83,female
231,Polished High-Waist Shoes,Shoes,Tiva,blue,36,44.06,28.13,F
299,Essential Wrap Dress,Dresses,Tiva,Red,S,52.65,30.9,Female
140,Vintage Ribbed Dress,Dresses,Tiva,red,XL,52.08,36.02,Female
341,Essential Cotton Set,Sleepwear,Tiva,black,XL,51.4,28.14,female
318,Essential Boxy Tee,T-Shirts,Tiva,W,S,37.55,16.97,F
466,Bold Boxy Tee,T-Shirts,Tiva,Red,XL,59.9,30.7,female
130,Classic Ribbed Set,Sleepwear,Tiva,Black,L,49.12,27.17,F
120,Modern Boxy Set,Sleepwear,Tiva,green,S,25.7,14.44,Female
323,Tailored Wrap Tee,T-Shirts,Tiva,blue,XS,62.34,37.28,Female
468,Sleepwear Drop 1,Sleepwear,Tiva,Red,XL,51.8,34.22,Female
15,Soft Cotton Tee,T-Shirts,Tiva,blue,S,61.26,27.85,female
206,Vintage Silk Trousers,Pants,Tiva,B,XL,63.03,25.39,F
87,Classic Silk Dress,Dresses,Tiva,W,M,53.32,33.0,F
284,Essential Cotton Shoes,Shoes,Tiva,White,35,81.79,35.02,F
435,Tailored Wrap Trousers,Pants,Tiva,B,XL,64.5,27.43,female
216,Polished Satin Shoes,Shoes,Tiva,B,XS,48.86,23.02,Female
125,Classic Satin Shoes,Shoes,Tiva,G,35,61.27,28.7,F
131,Classic Cotton Set,Sleepwear,Tiva,black,S,66.63,35.0,Female
2,Soft Wrap Tee,T-Shirts,Tiva,W,S,78.45,53.76,Female
65,Modern Silk Tee,T-Shirts,Tiva,G,M,27.45,13.29,female
156,Vintage Crew Dress,Dresses,Tiva,black,S,55.52,26.24,F
177,Vintage Cotton Set,Sleepwear,Tiva,green,S,42.66,25.91,F
402,Elegant Ribbed Set,Sleepwear,Tiva,black,S,34.45,23.11,Female
69,Modern Linen Shoes,Shoes,Tiva,White,38,49.98,21.11,F
268,Polished Boxy Set,Sleepwear,Tiva,black,S,49.59,30.29,female
495,Dresses Drop 7,Dresses,Tiva,Blue,XS,36.65,19.76,F
171,Polished Wrap Dress,Dresses,Tiva,black,S,30.26,18.25,F
9,Soft Linen Shoes,Shoes,Tiva,Red,40,40.5,23.5,Female
148,Classic Boxy Tee,T-Shirts,Tiva,Blue,S,36.69,20.21,F
198,Polished Crew Dress,Dresses,Tiva,blue,S,14.64,9.8,female
489,T-Shirts Drop 5,T-Shirts,Tiva,red,XL,44.21,30.29,female
330,Essential Wrap Set,Sleepwear,Tiva,Blue,XS,33.94,16.1,female
319,Essential Silk Dress,Dresses,Tiva,red,M,24.05,10.75,F
246,Relaxed Satin Dress,Dresses,Tiva,White,XS,28.98,19.66,F
500,Dresses Drop 9,Dresses,Tiva,White,XS,38.03,26.46,F
288,Essential Ribbed Tee,T-Shirts,Tiva,black,M,57.11,32.14,Female
396,Elegant Crew Tee,T-Shirts,Tiva,Blue,L,51.0,34.64,female
255,Polished Satin Trousers,Pants,Tiva,red,XL,51.0,22.99,female
86,Modern Cotton Set,Sleepwear,Tiva,white,XL,41.26,20.53,female
408,Elegant High-Waist Tee,T-Shirts,Tiva,red,S,37.17,14.99,female
162,Classic Boxy Set,Sleepwear,Tiva,G,L,66.5,39.21,F
476,Bold Satin Shoes,Shoes,Tiva,Black,36,42.72,29.81,Female
307,Essential Crew Tee,T-Shirts,Tiva,white,S,66.87,37.11,female
94,Modern Sleeveless Shoes,Shoes,Tiva,Blue,38,45.8,26.03,Female
119,Vintage Linen Dress,Dresses,Tiva,blue,XS,27.34,18.26,F
455,Tailored Ribbed Trousers,Pants,Tiva,White,L,48.03,20.81,Female
25,Soft Wrap Set,Sleepwear,Tiva,Red,L,52.94,28.42,female
8,Soft Linen Trousers,Pants,Tiva,green,M,50.91,33.59,female
383,Tailored Crew Set,Sleepwear,Tiva,Black,L,66.38,39.08,female
477,Bold Silk Shoes,Shoes,Tiva,Red,36,38.9,16.42,female
308,Relaxed Linen Trousers,Pants,Tiva,red,L,43.27,21.5,Female
364,Tailored Satin Dress,Dresses,Tiva,W,XS,36.34,20.48,Female
470,Sleepwear Drop 2,Sleepwear,Tiva,W,XL,67.73,46.66,female
460,Bold Sleeveless Tee,T-Shirts,Tiva,black,M,48.64,21.19,F
415,Essential Sleeveless Trousers,Pants,Tiva,White,XS,28.73,16.94,Female
30,Soft Satin Trousers,Pants,Tiva,blue,XS,31.09,12.87,Female
211,Polished Cotton Shoes,Shoes,Tiva,Blue,36,43.5,24.56,Female
83,Modern Sleeveless Tee,T-Shirts,Tiva,blue,XS,57.8,28.86,Female
111,Modern Sleeveless Trousers,Pants,Tiva,White,XS,60.36,29.39,Female
329,Relaxed Boxy Set,Sleepwear,Tiva,blue,XS,43.09,22.66,Female
13,Soft Cotton Shoes,Shoes,Tiva,G,36,34.25,22.25,female
273,Relaxed Crew Tee,T-Shirts,Tiva,W,M,50.72,33.48,Female
185,Vintage Linen Trousers,Pants,Tiva,G,L,47.73,22.79,Female
358,Tailored Wrap Set,Sleepwear,Tiva,B,L,71.86,41.37,Female
70,Modern Boxy Dress,Dresses,Tiva,white,L,66.33,46.17,F
201,Vintage Sleeveless Tee,T-Shirts,Tiva,white,L,45.62,27.03,female
78,Modern Ribbed Shoes,Shoes,Tiva,G,35,59.21,25.0,F
373,Tailored Crew Shoes,Shoes,Tiva,black,36,44.12,18.9,F
351,Relaxed Sleeveless Trousers,Pants,Tiva,green,L,46.11,25.4,Female
484,Tailored Silk Trousers,Pants,Tiva,green,M,38.49,22.64,female
91,Modern Silk Set,Sleepwear,Tiva,green,XS,33.95,14.8,female
223,Vintage High-Waist Trousers,Pants,Tiva,green,L,57.36,24.56,Female
115,Modern High-Waist Set,Sleepwear,Tiva,green,XL,62.27,36.74,F
92,Modern Crew Shoes,Shoes,Tiva,Black,XS,40.25,24.71,F
215,Vintage Sleeveless Trousers,Pants,Tiva,green,L,37.11,22.77,F
418,Elegant Crew Shoes,Shoes,Tiva,B,36,31.84,15.88,F
450,Bold Silk Set,Sleepwear,Tiva,White,M,50.85,21.61,Female
462,Bold High-Waist Set,Sleepwear,Tiva,W,XS,28.58,17.0,Female
233,Relaxed Wrap Shoes,Shoes,Tiva,black,36,38.68,22.17,female
213,Polished Ribbed Tee,T-Shirts,Tiva,black,S,57.31,34.13,Female
293,Essential Crew Shoes,Shoes,Tiva,blue,XS,40.77,26.37,F
36,Modern Cotton Dress,Dresses,Tiva,red,L,72.06,46.3,female
382,Tailored Sleeveless Dress,Dresses,Tiva,Green,S,62.52,38.08,Female
286,Essential Satin Shoes,Shoes,Tiva,blue,36,58.91,24.2,female
458,Bold Sleeveless Set,Sleepwear,Tiva,White,S,53.35,28.84,Female
123,Classic Wrap Set,Sleepwear,Tiva,white,S,61.51,30.47,F
182,Vintage Satin Set,Sleepwear,Tiva,red,S,78.63,34.13,female
381,Elegant Satin Tee,T-Shirts,Tiva,white,S,35.59,15.5,female
4,Soft Ribbed Tee,T-Shirts,Tiva,W,S,60.0,34.78,Female
23,Soft Sleeveless Dress,Dresses,Tiva,Red,XL,27.5,13.41,female
98,Modern Boxy Shoes,Shoes,Tiva,black,38,78.52,41.48,F
82,Classic Cotton Dress,Dresses,Tiva,green,S,32.21,18.91,F
10,Soft Ribbed Trousers,Pants,Tiva,Black,L,79.7,48.81,female
124,Classic Linen Set,Sleepwear,Tiva,white,S,55.04,23.83,female
421,Elegant Sleeveless Set,Sleepwear,Tiva,Green,XS,50.89,32.44,F
19,Soft Silk Dress,Dresses,Tiva,Blue,S,65.26,34.56,Female
355,Relaxed Boxy Trousers,Pants,Tiva,Black,XL,21.38,9.0,female
103,Classic Ribbed Tee,T-Shirts,Tiva,blue,S,57.0,28.18,F
51,Soft Satin Set,Sleepwear,Tiva,Green,XL,25.38,17.53,female
387,Tailored High-Waist Set,Sleepwear,Tiva,Green,M,38.06,18.44,female
256,Polished Crew Set,Sleepwear,Tiva,blue,L,38.41,21.78,F
397,Elegant Ribbed Dress,Dresses,Tiva,Black,M,26.48,17.41,Female
454,Bold Crew Set,Sleepwear,Tiva,Black,L,35.16,23.62,Female
54,Modern Silk Dress,Dresses,Tiva,B,L,60.33,40.33,F
193,Vintage Silk Tee,T-Shirts,Tiva,B,XL,50.52,33.85,F
56,Modern Wrap Shoes,Shoes,Tiva,Red,XS,62.92,42.57,female
251,Relaxed Wrap Tee,T-Shirts,Tiva,G,S,36.88,18.01,F
48,Soft High-Waist Shoes,Shoes,Tiva,red,XS,54.38,30.24,female
172,Vintage Crew Shoes,Shoes,Tiva,W,40,41.7,16.89,female
384,Tailored Sleeveless Set,Sleepwear,Tiva,black,S,58.94,39.09,F
449,Bold Satin Set,Sleepwear,Tiva,Green,L,46.9,24.05,F
261,Relaxed Cotton Tee,T-Shirts,Tiva,W,M,46.1,26.95,female
430,Bold Linen Set,Sleepwear,Tiva,green,XS,33.98,14.79,female
90,Modern Silk Shoes,Shoes,Tiva,blue,40,31.67,17.15,Female
63,Soft Crew Set,Sleepwear,Tiva,green,XL,58.67,38.05,Female
497,Dresses Drop 8,Dresses,Tiva,Black,L,36.05,20.73,female
3,Soft Linen Tee,T-Shirts,Tiva,green,XL,23.9,14.81,female
403,Elegant Satin Dress,Dresses,Tiva,red,L,81.8,45.12,female
31,Soft Silk Trousers,Pants,Tiva,W,L,69.82,40.65,F
190,Polished Cotton Dress,Dresses,Tiva,red,XS,49.41,23.35,F
239,Polished Wrap Trousers,Pants,Tiva,Green,XL,66.99,39.77,F
102,Classic Linen Tee,T-Shirts,Tiva,Green,S,43.06,25.45,female
22,Soft Satin Tee,T-Shirts,Tiva,Black,XS,58.26,25.74,F
249,Polished Silk Set,Sleepwear,Tiva,W,XL,28.42,19.58,Female
410,Elegant Satin Set,Sleepwear,Tiva,W,M,47.47,20.29,Female
192,Polished Silk Dress,Dresses,Tiva,green,L,62.48,41.81,Female
109,Classic Sleeveless Dress,Dresses,Tiva,Red,M,45.27,21.22,F
132,Classic Crew Shoes,Shoes,Tiva,Black,XS,46.9,21.89,F
200,Vintage High-Waist Set,Sleepwear,Tiva,black,S,46.41,29.42,F
399,Elegant Linen Shoes,Shoes,Tiva,G,38,61.6,38.52,Female
71,Modern Ribbed Trousers,Pants,Tiva,Red,XL,80.76,51.01,Female
406,Essential Crew Trousers,Pants,Tiva,White,S,53.74,35.93,F
135,Classic Sleeveless Shoes,Shoes,Tiva,Blue,40,42.47,29.0,Female
327,Essential Boxy Dress,Dresses,Tiva,Green,M,74.24,42.04,F
212,Polished Linen Tee,T-Shirts,Tiva,Green,XS,74.13,45.04,F
496,Tailored High-Waist Trousers,Pants,Tiva,Black,S,54.61,27.63,Female
145,Classic Boxy Shoes,Shoes,Tiva,Black,40,58.25,28.28,Female
321,Relaxed Cotton Trousers,Pants,Tiva,W,XS,58.09,32.81,female
114,Classic Ribbed Shoes,Shoes,Tiva,White,36,21.53,13.83,F
157,Classic Sleeveless Set,Sleepwear,Tiva,black,M,41.56,25.0,female
181,Vintage High-Waist Shoes,Shoes,Tiva,Black,35,52.18,26.21,female
107,Classic Linen Shoes,Shoes,Tiva,Red,36,55.06,28.8,female
43,Modern Satin Dress,Dresses,Tiva,B,L,49.4,20.27,F
370,Elegant Ribbed Tee,T-Shirts,Tiva,Blue,XS,50.34,21.18,female
315,Essential Sleeveless Tee,T-Shirts,Tiva,blue,S,67.02,43.62,Female
301,Essential Linen Dress,Dresses,Tiva,red,M,48.72,20.24,F
47,Soft High-Waist Tee,T-Shirts,Tiva,W,XS,53.73,26.52,F
142,Vintage Satin Dress,Dresses,Tiva,White,S,67.29,32.0,female
334,Tailored Ribbed Dress,Dresses,Tiva,black,M,20.82,9.05,Female
191,Polished Satin Dress,Dresses,Tiva,B,XS,60.52,25.9,Female
45,Soft Sleeveless Tee,T-Shirts,Tiva,Red,S,54.16,25.87,female
34,Modern Linen Dress,Dresses,Tiva,G,S,48.34,33.1,Female
271,Essential Wrap Shoes,Shoes,Tiva,White,40,54.28,34.89,Female
160,Classic High-Waist Set,Sleepwear,Tiva,Green,L,59.38,36.72,Female
203,Polished High-Waist Dress,Dresses,Tiva,White,L,52.1,23.37,Female
272,Essential Linen Shoes,Shoes,Tiva,White,38,74.17,47.69,F
393,Elegant Wrap Set,Sleepwear,Tiva,G,XS,52.88,27.05,female
133,Classic Sleeveless Tee,T-Shirts,Tiva,blue,XL,53.05,23.13,Female
32,Soft Silk Tee,T-Shirts,Tiva,blue,XS,54.83,24.74,F
73,Soft Boxy Set,Sleepwear,Tiva,black,XS,53.25,21.39,F
469,Dresses Drop 1,Dresses,Tiva,red,L,64.08,29.93,F
207,Vintage Boxy Tee,T-Shirts,Tiva,red,S,67.98,29.26,female
493,Tailored Sleeveless Trousers,Pants,Tiva,Blue,XS,57.37,27.72,Female
300,Tailored Wrap Shoes,Shoes,Tiva,Black,36,48.88,20.8,Female
227,Polished Crew Tee,T-Shirts,Tiva,White,S,57.51,39.79,Female
389,Tailored Boxy Set,Sleepwear,Tiva,Black,XL,54.76,34.24,female
89,Modern Satin Shoes,Shoes,Tiva,Red,36,45.12,30.06,Female
165,Vintage Cotton Shoes,Shoes,Tiva,green,40,42.67,18.22,Female
324,Tailored Linen Tee,T-Shirts,Tiva,green,S,60.31,29.19,female
282,Polished High-Waist Trousers,Pants,Tiva,Red,XL,52.12,26.13,F
265,Relaxed Boxy Shoes,Shoes,Tiva,green,36,55.25,36.64,Female
442,Bold Ribbed Dress,Dresses,Tiva,white,XS,53.27,37.08,F
416,Essential High-Waist Trousers,Pants,Tiva,White,XL,53.46,28.58,female
479,Dresses Drop 4,Dresses,Tiva,Blue,S,47.42,32.76,female
481,Bold Crew Shoes,Shoes,Tiva,Blue,40,54.87,32.31,female
143,Classic Satin Set,Sleepwear,Tiva,G,S,39.75,21.83,female
310,Relaxed Ribbed Trousers,Pants,Tiva,G,L,72.1,34.7,female
391,Elegant Wrap Dress,Dresses,Tiva,Red,XL,59.77,41.67,F
18,Soft Satin Shoes,Shoes,Tiva,G,XS,40.99,22.85,Female
390,Tailored Boxy Shoes,Shoes,Tiva,B,35,59.33,38.09,F
411,Elegant Silk Set,Sleepwear,Tiva,G,XS,43.94,21.79,Female
464,Bold Ribbed Shoes,Shoes,Tiva,W,XS,59.58,34.26,Female
105,Classic Cotton Tee,T-Shirts,Tiva,black,S,36.9,24.81,Female
122,Modern Boxy Trousers,Pants,Tiva,Green,XL,24.8,16.59,F
118,Classic Silk Tee,T-Shirts,Tiva,blue,M,46.99,21.43,female
95,Modern Crew Set,Sleepwear,Tiva,Red,L,31.15,19.66,F
423,Elegant Boxy Tee,T-Shirts,Tiva,black,L,41.64,17.8,female
447,Bold Satin Dress,Dresses,Tiva,G,L,47.66,33.16,Female
66,Modern High-Waist Dress,Dresses,Tiva,black,S,24.13,13.58,F
16,Soft Cotton Trousers,Pants,Tiva,Blue,M,40.36,18.36,female
322,Essential Sleeveless Dress,Dresses,Tiva,black,S,44.45,27.31,Female
164,Vintage High-Waist Dress,Dresses,Tiva,B,M,22.96,12.87,F
28,Soft Sleeveless Shoes,Shoes,Tiva,Red,38,51.18,28.37,F
178,Classic Boxy Trousers,Pants,Tiva,Black,XS,39.34,20.3,F
144,Classic Silk Trousers,Pants,Tiva,blue,L,41.84,20.51,female
61,Modern Satin Tee,T-Shirts,Tiva,green,XL,50.88,26.28,Female
226,Polished Linen Set,Sleepwear,Tiva,Green,S,39.78,18.82,F
110,Classic High-Waist Dress,Dresses,Tiva,blue,M,58.7,24.84,Female
339,Tailored Cotton Tee,T-Shirts,Tiva,Red,S,30.35,16.46,Female
328,Tailored Wrap Dress,Dresses,Tiva,white,XS,39.83,23.24,Female
176,Polished Ribbed Dress,Dresses,Tiva,white,S,27.94,12.64,Female
483,T-Shirts Drop 3,T-Shirts,Tiva,Red,S,60.89,32.66,Female
152,Classic Silk Set,Sleepwear,Tiva,Black,XS,61.7,29.11,F
294,Essential Sleeveless Shoes,Shoes,Tiva,G,XS,56.69,28.8,Female
317,Relaxed High-Waist Set,Sleepwear,Tiva,black,XL,62.63,32.74,Female
491,T-Shirts Drop 6,T-Shirts,Tiva,G,L,22.66,12.16,female
202,Vintage High-Waist Tee,T-Shirts,Tiva,G,XL,41.88,17.81,female
392,Elegant Wrap Shoes,Shoes,Tiva,Black,40,75.47,39.53,female
490,Bold Boxy Shoes,Shoes,Tiva,black,35,39.42,26.3,female
250,Relaxed Satin Shoes,Shoes,Tiva,Red,38,68.22,44.75,female
237,Relaxed Ribbed Dress,Dresses,Tiva,Green,XL,64.08,31.03,Female
443,Bold Ribbed Set,Sleepwear,Tiva,black,S,23.13,11.85,F
446,Bold Cotton Tee,T-Shirts,Tiva,black,L,55.14,37.73,F
346,Relaxed Crew Trousers,Pants,Tiva,G,XL,15.31,8.95,F
253,Relaxed Ribbed Tee,T-Shirts,Tiva,black,XL,50.55,33.13,female
274,Relaxed Wrap Set,Sleepwear,Tiva,red,XL,48.38,32.61,F
419,Elegant Crew Dress,Dresses,Tiva,B,L,50.34,30.29,Female
100,Classic Crew Dress,Dresses,Tiva,white,XL,56.44,24.4,female
117,Vintage Wrap Dress,Dresses,Tiva,red,M,56.06,35.94,F
55,Modern Ribbed Tee,T-Shirts,Tiva,Red,XS,44.32,25.68,F
195,Vintage Crew Tee,T-Shirts,Tiva,black,XL,16.69,8.37,Female
189,Vintage Crew Set,Sleepwear,Tiva,Blue,XS,48.12,26.89,Female
1,Soft Wrap Dress,Dresses,Tiva,Green,S,40.41,20.7,female
279,Relaxed Linen Set,Sleepwear,Tiva,Black,S,51.58,31.49,Female
424,Elegant Sleeveless Dress,Dresses,Tiva,Blue,XL,55.39,30.37,F
298,Essential Boxy Shoes,Shoes,Tiva,Black,XS,33.94,15.77,F
440,Bold Linen Shoes,Shoes,Tiva,Red,38,52.08,22.1,Female
68,Soft High-Waist Set,Sleepwear,Tiva,B,M,47.27,30.28,Female
104,Classic Wrap Shoes,Shoes,Tiva,G,36,73.78,40.77,Female
363,Tailored Cotton Dress,Dresses,Tiva,Red,M,43.64,23.46,female
64,Soft Sleeveless Set,Sleepwear,Tiva,black,M,13.51,6.85,Female
485,Bold Sleeveless Shoes,Shoes,Tiva,Blue,38,56.2,32.33,female
62,Modern Linen Trousers,Pants,Tiva,green,XL,46.09,22.19,Female
101,Classic Wrap Tee,T-Shirts,Tiva,G,L,58.11,23.79,Female
184,Vintage Wrap Trousers,Pants,Tiva,G,L,44.08,29.23,F
230,Polished Ribbed Set,Sleepwear,Tiva,white,XS,48.3,28.47,female
106,Classic Satin Tee,T-Shirts,Tiva,Blue,XS,40.75,19.35,female
108,Modern Crew Trousers,Pants,Tiva,green,S,48.19,30.2,F
467,Tailored Cotton Trousers,Pants,Tiva,black,M,39.22,19.05,Female
264,Relaxed Satin Tee,T-Shirts,Tiva,white,M,55.01,30.56,Female
456,Bold Sleeveless Dress,Dresses,Tiva,blue,M,39.09,21.41,F
492,Tailored Crew Trousers,Pants,Tiva,Green,XL,37.12,21.75,female
378,Essential Ribbed Trousers,Pants,Tiva,black,M,62.39,25.39,Female
325,Tailored Linen Shoes,Shoes,Tiva,red,35,39.78,27.31,F
99,Modern Boxy Tee,T-Shirts,Tiva,White,XS,59.78,24.37,Female
138,Classic High-Waist Shoes,Shoes,Tiva,White,36,49.21,30.06,F
303,Relaxed Satin Set,Sleepwear,Tiva,Green,XL,56.58,31.81,F
229,Polished Sleeveless Shoes,Shoes,Tiva,Red,36,45.58,30.43,F
205,Vintage Satin Trousers,Pants,Tiva,green,XS,24.05,14.0,F
441,Bold Linen Dress,Dresses,Tiva,Red,L,36.99,15.74,female
155,Vintage Silk Dress,Dresses,Tiva,red,XS,46.07,32.05,Female
285,Relaxed Sleeveless Dress,Dresses,Tiva,Red,XS,40.63,23.3,F
127,Classic Wrap Trousers,Pants,Tiva,Red,XL,53.67,34.64,female
49,Soft Boxy Tee,T-Shirts,Tiva,black,XS,57.35,32.35,Female
297,Essential High-Waist Shoes,Shoes,Tiva,blue,35,65.17,41.12,F
474,Bold Cotton Shoes,Shoes,Tiva,red,XS,68.47,45.69,F
314,Relaxed Sleeveless Set,Sleepwear,Tiva,green,M,56.29,38.77,Female
448,Bold Silk Dress,Dresses,Tiva,White,S,75.62,47.34,F
219,Polished Silk Shoes,Shoes,Tiva,Blue,40,49.76,29.6,Female
238,Polished High-Waist Tee,T-Shirts,Tiva,black,XS,85.9,34.99,female
126,Classic Silk Shoes,Shoes,Tiva,Green,XS,55.03,29.06,female
407,Elegant Sleeveless Tee,T-Shirts,Tiva,white,S,56.84,29.37,F
365,Elegant Wrap Tee,T-Shirts,Tiva,Green,XS,67.76,46.24,F
267,Polished High-Waist Set,Sleepwear,Tiva,G,L,53.91,32.84,female
377,Tailored High-Waist Shoes,Shoes,Tiva,W,40,42.5,27.77,female
96,Modern High-Waist Tee,T-Shirts,Tiva,Black,XL,39.03,21.39,female
478,T-Shirts Drop 2,T-Shirts,Tiva,Blue,XL,66.52,37.66,Female
262,Polished Sleeveless Set,Sleepwear,Tiva,red,XS,52.94,36.9,female
259,Polished Silk Trousers,Pants,Tiva,white,S,35.73,20.4,F
276,Relaxed High-Waist Tee,T-Shirts,Tiva,Red,M,64.44,35.47,female
141,Vintage Cotton Dress,Dresses,Tiva,blue,XS,39.16,26.97,Female
136,Classic Cotton Trousers,Pants,Tiva,red,XS,46.8,23.26,female
438,Bold Wrap Dress,Dresses,Tiva,blue,XS,38.74,25.05,female
473,Dresses Drop 2,Dresses,Tiva,Blue,M,57.98,23.94,F
342,Essential Satin Set,Sleepwear,Tiva,W,XS,34.35,18.62,Female
